ID,SOLVER,FASE,RUN,TIEMPO,Z,STATUS,SUMMARY,NOTES
fase2_sat_run49,sat,fase2,49,0.0040000000,3055.1400000000,0,,
fase2_sat_run50,sat,fase2,50,0.0030000000,3055.1400000000,0,,
fase2_cbc_run1,cbc,fase2,1,0.0030000000,3055.1400000000,0,,
fase2_cbc_run2,cbc,fase2,2,0.0020000000,3055.1400000000,0,,
fase2_cbc_run3,cbc,fase2,3,0.0020000000,3055.1400000000,0,,
fase2_cbc_run4,cbc,fase2,4,0.0020000000,3055.1400000000,0,,
fase2_cbc_run5,cbc,fase2,5,0.0020000000,3055.1400000000,0,,
fase2_cbc_run6,cbc,fase2,6,0.0020000000,3055.1400000000,0,,
fase2_cbc_run7,cbc,fase2,7,0.0020000000,3055.1400000000,0,,
fase2_cbc_run8,cbc,fase2,8,0.0020000000,3055.1400000000,0,,
fase2_cbc_run9,cbc,fase2,9,0.0020000000,3055.1400000000,0,,
fase2_cbc_run10,cbc,fase2,10,0.0020000000,3055.1400000000,0,,
fase2_cbc_run11,cbc,fase2,11,0.0020000000,3055.1400000000,0,,
fase2_cbc_run12,cbc,fase2,12,0.0020000000,3055.1400000000,0,,
fase2_cbc_run13,cbc,fase2,13,0.0020000000,3055.1400000000,0,,
fase2_cbc_run14,cbc,fase2,14,0.0020000000,3055.1400000000,0,,
fase2_cbc_run15,cbc,fase2,15,0.0020000000,3055.1400000000,0,,
fase2_cbc_run16,cbc,fase2,16,0.0020000000,3055.1400000000,0,,
fase2_cbc_run17,cbc,fase2,17,0.0020000000,3055.1400000000,0,,
fase2_cbc_run18,cbc,fase2,18,0.0020000000,3055.1400000000,0,,
fase2_cbc_run19,cbc,fase2,19,0.0020000000,3055.1400000000,0,,
fase2_cbc_run20,cbc,fase2,20,0.0020000000,3055.1400000000,0,,
fase2_cbc_run21,cbc,fase2,21,0.0020000000,3055.1400000000,0,,
fase2_cbc_run22,cbc,fase2,22,0.0020000000,3055.1400000000,0,,
fase2_cbc_run23,cbc,fase2,23,0.0020000000,3055.1400000000,0,,
fase2_cbc_run24,cbc,fase2,24,0.0020000000,3055.1400000000,0,,
fase2_cbc_run25,cbc,fase2,25,0.0020000000,3055.1400000000,0,,
fase2_cbc_run26,cbc,fase2,26,0.0020000000,3055.1400000000,0,,
fase2_cbc_run27,cbc,fase2,27,0.0020000000,3055.1400000000,0,,
fase2_cbc_run28,cbc,fase2,28,0.0020000000,3055.1400000000,0,,
fase2_cbc_run29,cbc,fase2,29,0.0020000000,3055.1400000000,0,,
fase2_cbc_run30,cbc,fase2,30,0.0020000000,3055.1400000000,0,,
fase2_cbc_run31,cbc,fase2,31,0.0020000000,3055.1400000000,0,,
fase2_cbc_run32,cbc,fase2,32,0.0020000000,3055.1400000000,0,,
fase2_cbc_run33,cbc,fase2,33,0.0020000000,3055.1400000000,0,,
fase2_cbc_run34,cbc,fase2,34,0.0020000000,3055.1400000000,0,,
fase2_cbc_run35,cbc,fase2,35,0.0020000000,3055.1400000000,0,,
fase2_cbc_run36,cbc,fase2,36,0.0020000000,3055.1400000000,0,,
fase2_cbc_run37,cbc,fase2,37,0.0020000000,3055.1400000000,0,,
fase2_cbc_run38,cbc,fase2,38,0.0020000000,3055.1400000000,0,,
fase2_cbc_run39,cbc,fase2,39,0.0020000000,3055.1400000000,0,,
fase2_cbc_run40,cbc,fase2,40,0.0020000000,3055.1400000000,0,,
fase2_cbc_run41,cbc,fase2,41,0.0020000000,3055.1400000000,0,,
fase2_cbc_run42,cbc,fase2,42,0.0020000000,3055.1400000000,0,,
fase2_cbc_run43,cbc,fase2,43,0.0020000000,3055.1400000000,0,,
fase2_cbc_run44,cbc,fase2,44,0.0020000000,3055.1400000000,0,,
fase2_cbc_run45,cbc,fase2,45,0.0020000000,3055.1400000000,0,,
fase2_cbc_run46,cbc,fase2,46,0.0020000000,3055.1400000000,0,,
fase2_cbc_run47,cbc,fase2,47,0.0020000000,3055.1400000000,0,,
fase2_cbc_run48,cbc,fase2,48,0.0020000000,3055.1400000000,0,,
fase2_cbc_run49,cbc,fase2,49,0.0020000000,3055.1400000000,0,,
fase2_cbc_run50,cbc,fase2,50,0.0020000000,3055.1400000000,0,,
fase2_summary_shared_run0,shared,fase2_summary,0,,,summary,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase2_paths_shared.json,Summary intermedio sin rehabilitacion.
fase3_gurobi_run1,gurobi,fase3,1,0.0104348660,-483.7000000000,2,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_gurobi_run1.json,
fase3_gurobi_run2,gurobi,fase3,2,0.0098800659,-483.7000000000,2,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_gurobi_run2.json,
fase3_gurobi_run3,gurobi,fase3,3,0.0096440315,-483.7000000000,2,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_gurobi_run3.json,
fase3_gurobi_run4,gurobi,fase3,4,0.0091199875,-483.7000000000,2,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_gurobi_run4.json,
fase3_gurobi_run5,gurobi,fase3,5,0.0107629299,-483.7000000000,2,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_gurobi_run5.json,
fase3_gurobi_run6,gurobi,fase3,6,0.0096850395,-483.7000000000,2,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_gurobi_run6.json,
fase3_gurobi_run7,gurobi,fase3,7,0.0098488331,-483.7000000000,2,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_gurobi_run7.json,
fase3_gurobi_run8,gurobi,fase3,8,0.0096960068,-483.7000000000,2,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_gurobi_run8.json,
fase3_gurobi_run9,gurobi,fase3,9,0.0094270706,-483.7000000000,2,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_gurobi_run9.json,
fase3_gurobi_run10,gurobi,fase3,10,0.0093441010,-483.7000000000,2,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_gurobi_run10.json,
fase3_gurobi_run11,gurobi,fase3,11,0.0098540783,-483.7000000000,2,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_gurobi_run11.json,
fase3_gurobi_run12,gurobi,fase3,12,0.0099270344,-483.7000000000,2,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_gurobi_run12.json,
fase3_gurobi_run13,gurobi,fase3,13,0.0094490051,-483.7000000000,2,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_gurobi_run13.json,
fase3_gurobi_run14,gurobi,fase3,14,0.0092940331,-483.7000000000,2,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_gurobi_run14.json,
fase3_gurobi_run15,gurobi,fase3,15,0.0098490715,-483.7000000000,2,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_gurobi_run15.json,
fase3_gurobi_run16,gurobi,fase3,16,0.0092320442,-483.7000000000,2,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_gurobi_run16.json,
fase3_gurobi_run17,gurobi,fase3,17,0.0094809532,-483.7000000000,2,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_gurobi_run17.json,
fase3_gurobi_run18,gurobi,fase3,18,0.0091569424,-483.7000000000,2,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_gurobi_run18.json,
fase3_gurobi_run19,gurobi,fase3,19,0.0096988678,-483.7000000000,2,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_gurobi_run19.json,
fase3_gurobi_run20,gurobi,fase3,20,0.0092711449,-483.7000000000,2,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_gurobi_run20.json,
fase3_gurobi_run21,gurobi,fase3,21,0.0097959042,-483.7000000000,2,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_gurobi_run21.json,
fase3_gurobi_run22,gurobi,fase3,22,0.0090861320,-483.7000000000,2,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_gurobi_run22.json,
fase3_gurobi_run23,gurobi,fase3,23,0.0091619492,-483.7000000000,2,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_gurobi_run23.json,
fase3_gurobi_run24,gurobi,fase3,24,0.0092308521,-483.7000000000,2,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_gurobi_run24.json,
fase3_gurobi_run25,gurobi,fase3,25,0.0095708370,-483.7000000000,2,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_gurobi_run25.json,
fase3_gurobi_run26,gurobi,fase3,26,0.0096340179,-483.7000000000,2,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_gurobi_run26.json,
fase3_gurobi_run27,gurobi,fase3,27,0.0094878674,-483.7000000000,2,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_gurobi_run27.json,
fase3_gurobi_run28,gurobi,fase3,28,0.0097742081,-483.7000000000,2,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_gurobi_run28.json,
fase3_gurobi_run29,gurobi,fase3,29,0.0092711449,-483.7000000000,2,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_gurobi_run29.json,
fase3_gurobi_run30,gurobi,fase3,30,0.0093531609,-483.7000000000,2,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_gurobi_run30.json,
fase3_gurobi_run31,gurobi,fase3,31,0.0101819038,-483.7000000000,2,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_gurobi_run31.json,
fase3_gurobi_run32,gurobi,fase3,32,0.0090239048,-483.7000000000,2,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_gurobi_run32.json,
fase3_gurobi_run33,gurobi,fase3,33,0.0095160007,-483.7000000000,2,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_gurobi_run33.json,
fase3_gurobi_run34,gurobi,fase3,34,0.0094408989,-483.7000000000,2,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_gurobi_run34.json,
fase3_gurobi_run35,gurobi,fase3,35,0.0090379715,-483.7000000000,2,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_gurobi_run35.json,
fase3_gurobi_run36,gurobi,fase3,36,0.0093808174,-483.7000000000,2,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_gurobi_run36.json,
fase3_gurobi_run37,gurobi,fase3,37,0.0105459690,-483.7000000000,2,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_gurobi_run37.json,
fase3_gurobi_run38,gurobi,fase3,38,0.0093209743,-483.7000000000,2,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_gurobi_run38.json,
fase3_gurobi_run39,gurobi,fase3,39,0.0096359253,-483.7000000000,2,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_gurobi_run39.json,
fase3_gurobi_run40,gurobi,fase3,40,0.0092499256,-483.7000000000,2,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_gurobi_run40.json,
fase3_gurobi_run41,gurobi,fase3,41,0.0094749928,-483.7000000000,2,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_gurobi_run41.json,
fase3_gurobi_run42,gurobi,fase3,42,0.0093019009,-483.7000000000,2,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_gurobi_run42.json,
fase3_gurobi_run43,gurobi,fase3,43,0.0100018978,-483.7000000000,2,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_gurobi_run43.json,
fase3_gurobi_run44,gurobi,fase3,44,0.0090730190,-483.7000000000,2,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_gurobi_run44.json,
fase3_gurobi_run45,gurobi,fase3,45,0.0093140602,-483.7000000000,2,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_gurobi_run45.json,
fase3_gurobi_run46,gurobi,fase3,46,0.0090739727,-483.7000000000,2,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_gurobi_run46.json,
fase3_gurobi_run47,gurobi,fase3,47,0.0098941326,-483.7000000000,2,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_gurobi_run47.json,
fase3_gurobi_run48,gurobi,fase3,48,0.0090479851,-483.7000000000,2,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_gurobi_run48.json,
fase3_gurobi_run49,gurobi,fase3,49,0.0097100735,-483.7000000000,2,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_gurobi_run49.json,
fase3_gurobi_run50,gurobi,fase3,50,0.0092229843,-483.7000000000,2,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_gurobi_run50.json,
fase3_scip_run1,scip,fase3,1,0.0510000000,-483.7000000000,0,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_scip_run1.json,
fase3_scip_run2,scip,fase3,2,0.0480000000,-483.7000000000,0,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_scip_run2.json,
fase3_scip_run3,scip,fase3,3,0.0470000000,-483.7000000000,0,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_scip_run3.json,
fase3_scip_run4,scip,fase3,4,0.0490000000,-483.7000000000,0,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_scip_run4.json,
fase3_scip_run5,scip,fase3,5,0.0470000000,-483.7000000000,0,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_scip_run5.json,
fase3_scip_run6,scip,fase3,6,0.0490000000,-483.7000000000,0,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_scip_run6.json,
fase3_scip_run7,scip,fase3,7,0.0500000000,-483.7000000000,0,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_scip_run7.json,
fase3_scip_run8,scip,fase3,8,0.0500000000,-483.7000000000,0,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_scip_run8.json,
fase3_scip_run9,scip,fase3,9,0.0490000000,-483.7000000000,0,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_scip_run9.json,
fase3_scip_run10,scip,fase3,10,0.0490000000,-483.7000000000,0,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_scip_run10.json,
fase3_scip_run11,scip,fase3,11,0.0480000000,-483.7000000000,0,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_scip_run11.json,
fase3_scip_run12,scip,fase3,12,0.0470000000,-483.7000000000,0,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_scip_run12.json,
fase3_scip_run13,scip,fase3,13,0.0490000000,-483.7000000000,0,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_scip_run13.json,
fase3_scip_run14,scip,fase3,14,0.0480000000,-483.7000000000,0,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_scip_run14.json,
fase3_scip_run15,scip,fase3,15,0.0460000000,-483.7000000000,0,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_scip_run15.json,
fase3_scip_run16,scip,fase3,16,0.0490000000,-483.7000000000,0,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_scip_run16.json,
fase3_scip_run17,scip,fase3,17,0.0480000000,-483.7000000000,0,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_scip_run17.json,
fase3_scip_run18,scip,fase3,18,0.0500000000,-483.7000000000,0,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_scip_run18.json,
fase3_scip_run19,scip,fase3,19,0.0490000000,-483.7000000000,0,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_scip_run19.json,
fase3_scip_run20,scip,fase3,20,0.0480000000,-483.7000000000,0,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_scip_run20.json,
fase3_scip_run21,scip,fase3,21,0.0500000000,-483.7000000000,0,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_scip_run21.json,
fase3_scip_run22,scip,fase3,22,0.0470000000,-483.7000000000,0,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_scip_run22.json,
fase3_scip_run23,scip,fase3,23,0.0480000000,-483.7000000000,0,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_scip_run23.json,
fase3_scip_run24,scip,fase3,24,0.0480000000,-483.7000000000,0,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_scip_run24.json,
fase3_scip_run25,scip,fase3,25,0.0500000000,-483.7000000000,0,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_scip_run25.json,
fase3_scip_run26,scip,fase3,26,0.0490000000,-483.7000000000,0,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_scip_run26.json,
fase3_scip_run27,scip,fase3,27,0.0490000000,-483.7000000000,0,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_scip_run27.json,
fase3_scip_run28,scip,fase3,28,0.0750000000,-483.7000000000,0,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_scip_run28.json,
fase3_scip_run29,scip,fase3,29,0.0490000000,-483.7000000000,0,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_scip_run29.json,
fase3_scip_run30,scip,fase3,30,0.0500000000,-483.7000000000,0,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_scip_run30.json,
fase3_scip_run31,scip,fase3,31,0.0480000000,-483.7000000000,0,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_scip_run31.json,
fase3_scip_run32,scip,fase3,32,0.0500000000,-483.7000000000,0,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_scip_run32.json,
fase3_scip_run33,scip,fase3,33,0.0480000000,-483.7000000000,0,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_scip_run33.json,
fase3_scip_run34,scip,fase3,34,0.0490000000,-483.7000000000,0,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_scip_run34.json,
fase3_scip_run35,scip,fase3,35,0.0490000000,-483.7000000000,0,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_scip_run35.json,
fase3_scip_run36,scip,fase3,36,0.0490000000,-483.7000000000,0,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_scip_run36.json,
fase3_scip_run37,scip,fase3,37,0.0490000000,-483.7000000000,0,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_scip_run37.json,
fase3_scip_run38,scip,fase3,38,0.0460000000,-483.7000000000,0,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_scip_run38.json,
fase3_scip_run39,scip,fase3,39,0.0490000000,-483.7000000000,0,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_scip_run39.json,
fase3_scip_run40,scip,fase3,40,0.0480000000,-483.7000000000,0,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_scip_run40.json,
fase3_scip_run41,scip,fase3,41,0.0490000000,-483.7000000000,0,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_scip_run41.json,
fase3_scip_run42,scip,fase3,42,0.0490000000,-483.7000000000,0,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_scip_run42.json,
fase3_scip_run43,scip,fase3,43,0.0480000000,-483.7000000000,0,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_scip_run43.json,
fase3_scip_run44,scip,fase3,44,0.0490000000,-483.7000000000,0,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_scip_run44.json,
fase3_scip_run45,scip,fase3,45,0.0490000000,-483.7000000000,0,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_scip_run45.json,
fase3_scip_run46,scip,fase3,46,0.0460000000,-483.7000000000,0,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_scip_run46.json,
fase3_scip_run47,scip,fase3,47,0.0490000000,-483.7000000000,0,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_scip_run47.json,
fase3_scip_run48,scip,fase3,48,0.0480000000,-483.7000000000,0,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_scip_run48.json,
fase3_scip_run49,scip,fase3,49,0.0490000000,-483.7000000000,0,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_scip_run49.json,
fase3_scip_run50,scip,fase3,50,0.0480000000,-483.7000000000,0,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_scip_run50.json,
fase3_sat_run1,sat,fase3,1,0.0210000000,-483.7000000000,0,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_sat_run1.json,
fase3_sat_run2,sat,fase3,2,0.0170000000,-483.7000000000,0,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_sat_run2.json,
fase3_sat_run3,sat,fase3,3,0.0180000000,-483.7000000000,0,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_sat_run3.json,
fase3_sat_run4,sat,fase3,4,0.0170000000,-483.7000000000,0,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_sat_run4.json,
fase3_sat_run5,sat,fase3,5,0.0170000000,-483.7000000000,0,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_sat_run5.json,
fase3_sat_run6,sat,fase3,6,0.0170000000,-483.7000000000,0,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_sat_run6.json,
fase3_sat_run7,sat,fase3,7,0.0170000000,-483.7000000000,0,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_sat_run7.json,
fase3_sat_run8,sat,fase3,8,0.0180000000,-483.7000000000,0,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_sat_run8.json,
fase3_sat_run9,sat,fase3,9,0.0170000000,-483.7000000000,0,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_sat_run9.json,
fase3_sat_run10,sat,fase3,10,0.0180000000,-483.7000000000,0,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_sat_run10.json,
fase3_sat_run11,sat,fase3,11,0.0170000000,-483.7000000000,0,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_sat_run11.json,
fase3_sat_run12,sat,fase3,12,0.0170000000,-483.7000000000,0,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_sat_run12.json,
fase3_sat_run13,sat,fase3,13,0.0170000000,-483.7000000000,0,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_sat_run13.json,
fase3_sat_run14,sat,fase3,14,0.0180000000,-483.7000000000,0,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_sat_run14.json,
fase3_sat_run15,sat,fase3,15,0.0170000000,-483.7000000000,0,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_sat_run15.json,
fase3_sat_run16,sat,fase3,16,0.0160000000,-483.7000000000,0,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_sat_run16.json,
fase3_sat_run17,sat,fase3,17,0.0160000000,-483.7000000000,0,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_sat_run17.json,
fase3_sat_run18,sat,fase3,18,0.0170000000,-483.7000000000,0,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_sat_run18.json,
fase3_sat_run19,sat,fase3,19,0.0160000000,-483.7000000000,0,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_sat_run19.json,
fase3_sat_run20,sat,fase3,20,0.0170000000,-483.7000000000,0,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_sat_run20.json,
fase3_sat_run21,sat,fase3,21,0.0180000000,-483.7000000000,0,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_sat_run21.json,
fase3_sat_run22,sat,fase3,22,0.0170000000,-483.7000000000,0,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_sat_run22.json,
fase3_sat_run23,sat,fase3,23,0.0170000000,-483.7000000000,0,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_sat_run23.json,
fase3_sat_run24,sat,fase3,24,0.0170000000,-483.7000000000,0,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_sat_run24.json,
fase3_sat_run25,sat,fase3,25,0.0160000000,-483.7000000000,0,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_sat_run25.json,
fase3_sat_run26,sat,fase3,26,0.0520000000,-483.7000000000,0,/home/ferran/proyectos/opt-menorca/data/solutions/summaries/graph_model_experiment/phase3_rehab_sat_run26.json,
